pearson_r_cam_vs_cold,high_cam_px,iou_vs_coldest,iou_expected_by_chance,cam_peak_row,cam_peak_col,coldest_row,coldest_col,peak_to_coldest_dist_px,storm_id,storm_name,timestamp,wind_kt,is_interpolated
0.36651508282443135,10472,0.2479294524220938,0.11651090342679128,0,167,34,219,62.12889826803627,AL172022,NICOLE,2022-11-07T04:00:00+00:00,38.333333333333336,True
0.1455462082879245,13532,0.17033513513513512,0.1558627044459802,0,140,14,215,76.2954782408499,AL172022,NICOLE,2022-11-07T05:00:00+00:00,39.16666666666666,True
0.01807181226859797,23413,0.3092322317284572,0.30430600865620816,223,223,54,153,182.92348127017482,AL172022,NICOLE,2022-11-07T06:00:00+00:00,40.0,False
-0.015227788067841292,18336,0.2742182070882557,0.22356613343737808,223,223,43,153,193.13207915827965,AL172022,NICOLE,2022-11-07T07:00:00+00:00,40.0,True
0.00045273184769789284,16698,0.2720831904925151,0.19960790876706433,223,223,13,206,210.68697159530296,AL172022,NICOLE,2022-11-07T08:00:00+00:00,40.0,True
-0.12442552228809699,14072,0.17472243092077802,0.16309689383402876,223,223,5,206,218.66183937761065,AL172022,NICOLE,2022-11-07T09:00:00+00:00,40.0,True
-0.2767431065267784,15563,0.20237957275852744,0.1835497529160622,174,179,118,102,95.2102935611481,AL172022,NICOLE,2022-11-07T10:00:00+00:00,40.0,True
-0.28388358127632357,10757,0.05367812714271721,0.12006250348791786,0,223,41,105,124.91997438360288,AL172022,NICOLE,2022-11-07T11:00:00+00:00,40.0,True
-0.14923394435125034,10330,0.07441884653388112,0.11474972784430475,0,223,136,113,174.91712323268982,AL172022,NICOLE,2022-11-07T12:00:00+00:00,40.0,False
-0.23227812985771004,12592,0.09429043191101069,0.14348222424794896,0,223,42,115,115.8792474949678,AL172022,NICOLE,2022-11-07T13:00:00+00:00,40.0,True
-0.12057524674346429,14957,0.16856127192468456,0.1751507699514023,0,107,171,220,204.9634113689563,AL172022,NICOLE,2022-11-07T14:00:00+00:00,40.0,True
-0.09827115263431857,10144,0.13106985560573117,0.11245122383824052,0,186,33,176,34.48187929913333,AL172022,NICOLE,2022-11-07T15:00:00+00:00,40.0,True
-0.05073077823569582,6417,0.0882727041465276,0.06831319529461861,0,223,25,178,51.478150704935004,AL172022,NICOLE,2022-11-07T16:00:00+00:00,40.0,True
0.13396135548100244,4814,0.09658314350797266,0.05038832715778015,0,223,74,95,147.85127662620977,AL172022,NICOLE,2022-11-07T17:00:00+00:00,40.0,True
0.20191690412719263,10919,0.2168728407444556,0.12209139802981,0,223,21,98,126.75172582651489,AL172022,NICOLE,2022-11-07T18:00:00+00:00,40.0,False
0.16949840255187432,15099,0.25725467338357133,0.17710813695705724,223,223,85,96,187.5446613476374,AL172022,NICOLE,2022-11-07T19:00:00+00:00,40.0,True
0.3269995021114028,15670,0.35571224639875415,0.18504522802956944,0,130,172,221,194.58931111445972,AL172022,NICOLE,2022-11-08T02:00:00+00:00,40.0,True
0.2544423255393196,12176,0.28107738439686464,0.13808746144075484,0,134,82,117,83.74365647617735,AL172022,NICOLE,2022-11-08T03:00:00+00:00,40.0,True
0.28743667810212303,13607,0.3199146376952178,0.1568620669779238,0,142,88,113,92.65527507918802,AL172022,NICOLE,2022-11-08T04:00:00+00:00,40.0,True
0.19015446163449903,17854,0.3503252155498412,0.21641736769376224,0,137,89,109,93.30058949438637,AL172022,NICOLE,2022-11-08T05:00:00+00:00,40.0,True
0.35123586753208924,13613,0.29082116442252987,0.15694209063973533,0,86,87,110,90.24965373894794,AL172022,NICOLE,2022-11-08T06:00:00+00:00,40.0,False
0.1448176181259127,15461,0.25459487970138356,0.1821276695998398,0,223,79,117,132.20060514233663,AL172022,NICOLE,2022-11-08T07:00:00+00:00,40.833333333333336,True
