pearson_r_cam_vs_cold,high_cam_px,iou_vs_coldest,iou_expected_by_chance,cam_peak_row,cam_peak_col,coldest_row,coldest_col,peak_to_coldest_dist_px,storm_id,storm_name,timestamp,wind_kt,is_interpolated,wind_now,wind_24h_ago,delta24_kt,is_RI
0.4570671785182717,8993,0.329538734476641,0.0984358410227782,133,132,117,213,82.56512580987206,AL092022,IAN,2022-09-27 15:00:00+00:00,102.5,True,102.5,75.0,27.5,False
0.4580813032276476,8284,0.4325983571119758,0.0899769735412955,134,134,91,104,52.43090691567332,AL092022,IAN,2022-09-27 16:00:00+00:00,103.33333333333331,True,103.33333333333331,76.66666666666667,26.666666666666643,False
0.56586294679547,7616,0.5147175815433572,0.0821256038647343,132,136,103,96,49.4064773081425,AL092022,IAN,2022-09-27 17:00:00+00:00,104.16666666666669,True,104.16666666666669,78.33333333333333,25.833333333333357,False
0.6485609949118726,9677,0.6212095828446976,0.1067218086572925,132,134,130,127,7.280109889280518,AL092022,IAN,2022-09-27 18:00:00+00:00,105.0,False,105.0,80.0,25.0,False
0.6261083405953575,10357,0.5823084561912765,0.1150841713428523,120,127,111,96,32.28002478313795,AL092022,IAN,2022-09-27 19:00:00+00:00,105.0,True,105.0,80.83333333333333,24.16666666666667,False
0.628232400381264,9215,0.5196240105540897,0.1011115134358164,119,135,103,100,38.48376280978771,AL092022,IAN,2022-09-27 20:00:00+00:00,105.0,True,105.0,81.66666666666667,23.33333333333333,False
0.6488813382878926,10820,0.5638097991039167,0.1208506455792342,120,135,132,105,32.31098884280702,AL092022,IAN,2022-09-27 21:00:00+00:00,105.0,True,105.0,82.5,22.5,False
0.6551999041908733,9573,0.5857213847937718,0.105453904537393,134,137,128,96,41.43669871020132,AL092022,IAN,2022-09-27 22:00:00+00:00,105.0,True,105.0,83.33333333333333,21.66666666666667,False
0.7054274142161077,10463,0.6516179952644041,0.1163991144633937,119,135,113,98,37.48332962798263,AL092022,IAN,2022-09-27 23:00:00+00:00,105.0,True,105.0,84.16666666666667,20.83333333333333,False
0.7222033846650685,13262,0.607417732258651,0.152279251349179,132,135,60,122,73.16419889536138,AL092022,IAN,2022-09-28 00:00:00+00:00,105.0,False,105.0,85.0,20.0,False
0.6594315981910659,9843,0.4666964684845776,0.108751615861406,133,138,110,91,52.32590180780452,AL092022,IAN,2022-09-28 01:00:00+00:00,107.5,True,107.5,87.5,20.0,False
0.6107969462450528,12281,0.4396576988453197,0.1394443119755651,121,138,120,96,42.01190307520001,AL092022,IAN,2022-09-28 02:00:00+00:00,110.0,False,110.0,90.0,20.0,False
0.6491852040206378,19330,0.5788613901821449,0.2385771765693268,132,139,114,93,49.39635614091387,AL092022,IAN,2022-09-28 03:00:00+00:00,112.5,True,112.5,92.5,20.0,False
0.623885245438816,18741,0.5797858888982551,0.2296381615223438,115,136,98,93,46.238512086787566,AL092022,IAN,2022-09-28 04:00:00+00:00,115.0,True,115.0,95.0,20.0,False
0.6510555395806917,15069,0.6442795569861968,0.17669406564028,114,124,103,95,31.016124838541646,AL092022,IAN,2022-09-28 05:00:00+00:00,117.5,True,117.5,97.5,20.0,False
0.7142032500092501,24991,0.6574479373922271,0.3316171494539616,116,127,88,101,38.2099463490856,AL092022,IAN,2022-09-28 06:00:00+00:00,120.0,False,120.0,100.0,20.0,False
0.6584965744369061,15590,0.5874955450333486,0.1839267596328543,114,117,99,94,27.459060435491963,AL092022,IAN,2022-09-28 07:00:00+00:00,123.33333333333331,True,123.33333333333331,104.0,19.333333333333314,False
0.689279385802891,14031,0.6106296275038742,0.1625444561578295,113,117,103,93,26.0,AL092022,IAN,2022-09-28 08:00:00+00:00,126.66666666666669,True,126.66666666666669,108.0,18.666666666666686,False
0.7125388905218637,18388,0.6151075977162934,0.2243423942218535,119,125,90,97,40.311288741492746,AL092022,IAN,2022-09-28 09:00:00+00:00,130.0,True,130.0,108.57142857142856,21.428571428571445,False
0.6746450148663912,12414,0.6178808810113384,0.141167640837863,114,119,105,92,28.46049894151541,AL092022,IAN,2022-09-28 10:00:00+00:00,133.33333333333334,True,133.33333333333334,105.71428571428572,27.61904761904762,False
0.6784647794304032,13373,0.6357409332762523,0.1537497556881546,113,119,129,126,17.46424919657298,AL092022,IAN,2022-09-28 11:00:00+00:00,136.66666666666666,True,136.66666666666666,102.85714285714286,33.809523809523796,True
0.6407263996040893,12584,0.58588531821046,0.143377996536323,115,120,117,99,21.095023109728988,AL092022,IAN,2022-09-28 12:00:00+00:00,140.0,False,140.0,100.0,40.0,True
0.6432953252720104,13461,0.610263771756684,0.1549182308869733,114,128,104,84,45.12205669071391,AL092022,IAN,2022-09-28 13:00:00+00:00,139.16666666666666,True,139.16666666666666,100.83333333333331,38.33333333333334,True
0.6819187178368115,17659,0.6979807692307692,0.2135489098230805,121,119,138,130,20.248456731316587,AL092022,IAN,2022-09-28 14:00:00+00:00,138.33333333333334,True,138.33333333333334,101.66666666666669,36.66666666666666,True
0.7139732148129164,14654,0.6864031302146268,0.1709958225396158,135,137,85,102,61.032778078668514,AL092022,IAN,2022-09-28 15:00:00+00:00,137.5,True,137.5,102.5,35.0,True
0.6774965803797475,15721,0.6595587459094268,0.1857593553189729,124,130,27,208,124.47088012864695,AL092022,IAN,2022-09-28 16:00:00+00:00,136.66666666666666,True,136.66666666666666,103.33333333333331,33.33333333333334,True
0.6031326693394705,16309,0.5857844328844377,0.1940554240091382,116,131,22,203,118.40608092492548,AL092022,IAN,2022-09-28 17:00:00+00:00,135.83333333333334,True,135.83333333333334,104.16666666666669,31.666666666666657,True
0.591489857877616,11639,0.5495939289042737,0.1311983587523812,115,134,36,211,110.3177229641729,AL092022,IAN,2022-09-28 18:00:00+00:00,135.0,False,135.0,105.0,30.0,True
