pearson_r_cam_vs_cold,high_cam_px,iou_vs_coldest,iou_expected_by_chance,cam_peak_row,cam_peak_col,coldest_row,coldest_col,peak_to_coldest_dist_px,storm_id,storm_name,timestamp,wind_kt,is_interpolated,sample_time,lat,lon,dist_to_nearest_land_km,nearest_land
0.6033566280732494,8989,0.4819882944522298,0.0983877499644276,133,132,55,191,97.8008179924892,AL022024,BERYL,2024-07-01 23:00:00+00:00,138.33333333333334,True,2024-07-01 23:00:00+00:00,13.383333333333333,-63.8,267.9035161754737,Grenada/Carriacou
0.6353234317233138,9146,0.5286645495570784,0.1002784904501896,133,132,0,207,152.6892268629323,AL022024,BERYL,2024-07-02 00:00:00+00:00,140.0,False,2024-07-02 00:00:00+00:00,13.5,-64.1,302.8440147745624,Grenada/Carriacou
0.7405968157935656,10108,0.6441119063109955,0.1120074464784362,131,130,126,119,12.083045973594572,AL022024,BERYL,2024-07-02 01:00:00+00:00,140.83333333333334,True,2024-07-02 01:00:00+00:00,13.633333333333333,-64.39999999999999,338.44535823657225,Grenada/Carriacou
0.7594481522548812,9125,0.6954663693794129,0.1000252118342157,133,135,59,136,74.00675644831355,AL022024,BERYL,2024-07-02 02:00:00+00:00,141.66666666666666,True,2024-07-02 02:00:00+00:00,13.766666666666667,-64.7,374.03803969098885,Grenada/Carriacou
0.7589941668173994,9951,0.5816577922593976,0.1100762159710622,118,119,168,176,75.82216034906945,AL022024,BERYL,2024-07-02 03:00:00+00:00,142.5,True,2024-07-02 03:00:00+00:00,13.9,-65.0,409.61972947572036,Grenada/Carriacou
0.7114618691763167,11431,0.5372512103281334,0.1285523104778398,122,119,80,142,47.88527957525152,AL022024,BERYL,2024-07-02 04:00:00+00:00,143.33333333333334,True,2024-07-02 04:00:00+00:00,14.033333333333331,-65.3,445.18878560039815,Grenada/Carriacou
0.6735834832168333,11663,0.4597909756555479,0.1315044706784381,132,132,153,192,63.56886030125127,AL022024,BERYL,2024-07-02 05:00:00+00:00,144.16666666666666,True,2024-07-02 05:00:00+00:00,14.166666666666668,-65.60000000000001,480.74399869936485,Grenada/Carriacou
0.651934371617907,13480,0.3525309787789093,0.1551708260429136,124,131,137,196,66.2872536767062,AL022024,BERYL,2024-07-02 06:00:00+00:00,145.0,False,2024-07-02 06:00:00+00:00,14.3,-65.9,516.2844425396578,Grenada/Carriacou
0.5970402571595571,11968,0.4373386176664865,0.1354091238233164,120,128,75,119,45.89117562233506,AL022024,BERYL,2024-07-02 07:00:00+00:00,145.0,True,2024-07-02 07:00:00+00:00,14.433333333333334,-66.24666666666667,556.4600909159586,Grenada/Carriacou
0.6149066770668051,10494,0.4582088515250469,0.1167842596096062,130,133,31,152,100.80674580602232,AL022024,BERYL,2024-07-02 08:00:00+00:00,145.0,True,2024-07-02 08:00:00+00:00,14.566666666666668,-66.59333333333333,596.6157838760981,Grenada/Carriacou
0.6364697527320086,11667,0.4580104973756561,0.1315555054406043,117,118,20,133,98.15294188153509,AL022024,BERYL,2024-07-02 09:00:00+00:00,145.0,True,2024-07-02 09:00:00+00:00,14.7,-66.94,636.7510754602986,Grenada/Carriacou
0.6371199962474617,11852,0.332583764335507,0.1339209039548022,135,133,31,163,108.24047302187849,AL022024,BERYL,2024-07-02 09:45:00+00:00,145.0,False,2024-07-02 09:45:00+00:00,14.8,-67.2,666.8389172600762,Grenada/Carriacou
0.6127447873806449,9361,0.2574383773255423,0.1028783066457122,135,135,17,141,118.15244390193544,AL022024,BERYL,2024-07-02 10:00:00+00:00,144.44444444444446,True,2024-07-02 10:00:00+00:00,14.822222222222225,-67.27777777777779,675.5195651377203,Grenada/Carriacou
0.583987390563957,11417,0.2941509861709362,0.1283746556473829,128,130,35,73,109.07795377618706,AL022024,BERYL,2024-07-02 11:00:00+00:00,142.22222222222223,True,2024-07-02 11:00:00+00:00,14.911111111111111,-67.58888888888889,710.2460854489512,Grenada/Carriacou
0.5444917727409181,9448,0.19860450364732,0.1039338202939364,133,135,18,85,125.39936203984452,AL022024,BERYL,2024-07-02 12:00:00+00:00,140.0,False,2024-07-02 12:00:00+00:00,15.0,-67.9,744.9767499791072,Grenada/Carriacou
0.5694740029706205,9834,0.2650672155399755,0.1086413751960936,135,136,5,71,145.34441853748632,AL022024,BERYL,2024-07-02 13:00:00+00:00,139.16666666666666,True,2024-07-02 13:00:00+00:00,15.1,-68.23333333333333,782.3783413954492,Grenada/Carriacou
0.5942154538140452,9395,0.3951588951588952,0.1032905658717855,135,135,81,156,57.9396237474839,AL022024,BERYL,2024-07-02 14:00:00+00:00,138.33333333333334,True,2024-07-02 14:00:00+00:00,15.2,-68.56666666666668,819.7747858238153,Grenada/Carriacou
0.6675794634179048,12557,0.4748649283533004,0.1430263682442052,136,135,87,156,53.31041174104736,AL022024,BERYL,2024-07-02 15:00:00+00:00,137.5,True,2024-07-02 15:00:00+00:00,15.3,-68.9,857.1644702076255,Grenada/Carriacou
0.6397201063214519,8595,0.30851792646723,0.0936713275281449,137,136,99,111,45.48626166217664,AL022024,BERYL,2024-07-02 16:00:00+00:00,136.66666666666666,True,2024-07-02 16:00:00+00:00,15.4,-69.23333333333333,894.5460286235573,Grenada/Carriacou
0.674996376019396,12247,0.4523569522680106,0.1390045967879235,135,136,15,175,126.17844506887856,AL022024,BERYL,2024-07-02 19:00:00+00:00,134.16666666666666,True,2024-07-02 19:00:00+00:00,15.666666666666666,-70.21666666666667,800.6731122360302,Jamaica
