pearson_r_cam_vs_cold,high_cam_px,iou_vs_coldest,iou_expected_by_chance,cam_peak_row,cam_peak_col,coldest_row,coldest_col,peak_to_coldest_dist_px,storm_id,storm_name,timestamp,wind_kt,is_interpolated
0.4398937680651875,9091,0.7016378100140384,0.0996153888298397,117,134,119,117,17.11724276862369,AL022024,BERYL,2024-06-30T11:00:00+00:00,97.5,True
0.44273685623140646,9466,0.7109805693628558,0.10415245472349977,121,134,83,121,40.162171256046406,AL022024,BERYL,2024-06-30T12:00:00+00:00,100.0,False
0.46661960348281506,10874,0.6877231103523204,0.12152707928205815,132,126,35,147,99.24716620639605,AL022024,BERYL,2024-06-30T13:00:00+00:00,102.5,True
0.5249765376918759,10151,0.6206593757483835,0.11253755501601977,118,121,115,124,4.242640687119285,AL022024,BERYL,2024-06-30T14:00:00+00:00,105.0,True
0.6172304352810623,10373,0.7203748237830666,0.11528245479500773,117,116,115,125,9.219544457292887,AL022024,BERYL,2024-06-30T15:00:00+00:00,107.5,True
0.6481479706343066,9282,0.6334359876814782,0.10192159877017679,115,116,67,73,64.4437739428721,AL022024,BERYL,2024-06-30T16:00:00+00:00,110.0,True
0.6662030588824026,10127,0.5205705705705705,0.11224161817678029,115,115,26,96,91.00549433962765,AL022024,BERYL,2024-06-30T17:00:00+00:00,112.5,True
0.6633567437684773,9061,0.4087375621890547,0.09925403380398945,117,116,72,120,45.17742799230607,AL022024,BERYL,2024-06-30T18:00:00+00:00,115.0,False
0.6103515827702254,8957,0.4159026240910528,0.09800317304010066,116,115,106,125,14.142135623730951,AL022024,BERYL,2024-06-30T19:00:00+00:00,114.16666666666669,True
0.5606259883385808,8962,0.4416472291482345,0.09806324543166649,114,115,79,120,35.35533905932738,AL022024,BERYL,2024-06-30T20:00:00+00:00,113.33333333333331,True
0.5620235045803132,17808,0.42173965111173206,0.2157394843962008,114,113,108,122,10.816653826391969,AL022024,BERYL,2024-06-30T21:00:00+00:00,112.5,True
0.5456671235281784,9769,0.4754568796254342,0.10784584303898082,116,114,106,124,14.142135623730951,AL022024,BERYL,2024-06-30T22:00:00+00:00,111.66666666666669,True
0.6225476632859174,12583,0.536292045662658,0.14336496940833324,115,114,111,124,10.770329614269007,AL022024,BERYL,2024-06-30T23:00:00+00:00,110.83333333333331,True
0.6311759464163956,10535,0.519434628975265,0.11729405346426623,115,114,110,130,16.76305461424021,AL022024,BERYL,2024-07-01T00:00:00+00:00,110.0,False
0.47117927181539104,27242,0.540357920330214,0.37261660511557926,45,170,110,129,76.8505042273634,AL022024,BERYL,2024-07-01T01:00:00+00:00,108.33333333333331,True
0.6035527950055463,16852,0.43500659939541025,0.20182035928143713,113,116,107,129,14.317821063276353,AL022024,BERYL,2024-07-01T02:00:00+00:00,106.66666666666669,True
0.6800953842510931,15147,0.5452968781881249,0.1777712575553078,115,121,116,130,9.055385138137417,AL022024,BERYL,2024-07-01T03:00:00+00:00,105.0,True
0.6666933315637567,9682,0.4644180594418816,0.10678283886621816,114,129,32,25,132.43866504914644,AL022024,BERYL,2024-07-01T04:00:00+00:00,103.33333333333331,True
0.48174135471735513,25974,0.5362413130267633,0.3492161660706123,119,122,100,127,19.6468827043885,AL022024,BERYL,2024-07-01T05:00:00+00:00,101.66666666666669,True
0.5143469530649726,17519,0.40528616692736535,0.21149783298926758,115,115,66,3,122.24974437601087,AL022024,BERYL,2024-07-01T06:00:00+00:00,100.0,False
0.4948837914123204,16309,0.5040346751510121,0.1940554240091382,118,116,96,124,23.40939982143925,AL022024,BERYL,2024-07-01T07:00:00+00:00,102.5,True
0.5316037944690591,18806,0.6039232409381663,0.23061830132685845,117,117,111,121,7.211102550927978,AL022024,BERYL,2024-07-01T08:00:00+00:00,105.0,True
0.49397489182636084,24288,0.54538224159323,0.31931005469078666,136,137,72,53,105.60303025955268,AL022024,BERYL,2024-07-01T09:00:00+00:00,107.5,True
0.540376564575234,31607,0.6545568758833691,0.45977161975416386,172,149,147,139,26.92582403567252,AL022024,BERYL,2024-07-01T10:00:00+00:00,110.0,True
0.5726393876148166,25758,0.5650271895980801,0.34530927420435953,119,118,104,127,17.4928556845359,AL022024,BERYL,2024-07-01T11:00:00+00:00,112.5,True
0.5646489886233861,21838,0.535562352775727,0.2781414779529765,123,117,60,35,103.40696301506973,AL022024,BERYL,2024-07-01T12:00:00+00:00,115.0,False
0.5968544074076179,12207,0.47205305999397046,0.1384877190992115,131,116,30,78,107.91200118615167,AL022024,BERYL,2024-07-01T13:00:00+00:00,116.5,True
0.5314930525580319,15598,0.41311831853596664,0.18403851145668643,140,122,88,118,52.15361924162119,AL022024,BERYL,2024-07-01T14:00:00+00:00,118.0,True
0.5672786830883013,12087,0.38652136507026097,0.13693989690137653,137,130,39,105,101.13851887386922,AL022024,BERYL,2024-07-01T15:00:00+00:00,119.5,True
0.6084157318328971,11907,0.4010707771959758,0.13462603878116344,121,118,48,161,84.72307831990054,AL022024,BERYL,2024-07-01T15:20:00+00:00,120.0,False
0.5937998794047583,12170,0.4526139890188589,0.1380100247215985,133,122,8,111,125.4830665866913,AL022024,BERYL,2024-07-01T16:00:00+00:00,122.5,True
0.622040636919091,9717,0.5567125921179109,0.10721023887019364,115,117,12,148,107.56393447619885,AL022024,BERYL,2024-07-01T17:00:00+00:00,126.25,True
0.5906700559537764,8869,0.5932812359651487,0.09694697375468667,114,117,7,152,112.57886124845996,AL022024,BERYL,2024-07-01T18:00:00+00:00,130.0,False
0.5937671889342465,10525,0.5924048717754747,0.11716967058902111,116,118,0,79,122.38055401083949,AL022024,BERYL,2024-07-01T19:00:00+00:00,131.66666666666666,True
0.5847045346456251,10161,0.5874082174660209,0.11266090851637081,115,115,3,64,123.06502346320826,AL022024,BERYL,2024-07-01T20:00:00+00:00,133.33333333333334,True
0.5506619868067866,9574,0.4339848723133378,0.10546608209037432,116,114,29,134,89.26925562588724,AL022024,BERYL,2024-07-01T21:00:00+00:00,135.0,True
0.5773745272105965,9970,0.3815561560313171,0.11030957491535925,119,116,18,210,137.97463535012514,AL022024,BERYL,2024-07-01T22:00:00+00:00,136.66666666666666,True
0.6033566280732494,8989,0.48198829445222985,0.09838774996442762,133,132,55,191,97.8008179924892,AL022024,BERYL,2024-07-01T23:00:00+00:00,138.33333333333334,True
0.6353234317233138,9146,0.5286645495570784,0.10027849045018968,133,132,0,207,152.6892268629323,AL022024,BERYL,2024-07-02T00:00:00+00:00,140.0,False
0.7405968157935656,10108,0.6441119063109955,0.11200744647843625,131,130,126,119,12.083045973594572,AL022024,BERYL,2024-07-02T01:00:00+00:00,140.83333333333334,True
0.7594481522548812,9125,0.6954663693794129,0.10002521183421574,133,135,59,136,74.00675644831355,AL022024,BERYL,2024-07-02T02:00:00+00:00,141.66666666666666,True
0.7589941668173994,9951,0.5816577922593976,0.11007621597106228,118,119,168,176,75.82216034906945,AL022024,BERYL,2024-07-02T03:00:00+00:00,142.5,True
0.7114618691763167,11431,0.5372512103281334,0.12855231047783988,122,119,80,142,47.885279575251516,AL022024,BERYL,2024-07-02T04:00:00+00:00,143.33333333333334,True
0.6735834832168333,11663,0.4597909756555479,0.13150447067843815,132,132,153,192,63.56886030125127,AL022024,BERYL,2024-07-02T05:00:00+00:00,144.16666666666666,True
0.651934371617907,13480,0.3525309787789093,0.15517082604291368,124,131,137,196,66.2872536767062,AL022024,BERYL,2024-07-02T06:00:00+00:00,145.0,False
0.5970402571595571,11968,0.4373386176664865,0.13540912382331644,120,128,75,119,45.89117562233506,AL022024,BERYL,2024-07-02T07:00:00+00:00,145.0,True
0.6149066770668051,10494,0.4582088515250469,0.11678425960960626,130,133,31,152,100.80674580602232,AL022024,BERYL,2024-07-02T08:00:00+00:00,145.0,True
0.6364697527320086,11667,0.4580104973756561,0.13155550544060438,117,118,20,133,98.15294188153507,AL022024,BERYL,2024-07-02T09:00:00+00:00,145.0,True
0.6371199962474617,11852,0.33258376433550707,0.13392090395480225,135,133,31,163,108.24047302187847,AL022024,BERYL,2024-07-02T09:45:00+00:00,145.0,False
0.6127447873806449,9361,0.25743837732554237,0.1028783066457122,135,135,17,141,118.15244390193544,AL022024,BERYL,2024-07-02T10:00:00+00:00,144.44444444444446,True
0.583987390563957,11417,0.29415098617093627,0.12837465564738293,128,130,35,73,109.07795377618706,AL022024,BERYL,2024-07-02T11:00:00+00:00,142.22222222222223,True
0.5444917727409181,9448,0.19860450364732002,0.10393382029393647,133,135,18,85,125.39936203984452,AL022024,BERYL,2024-07-02T12:00:00+00:00,140.0,False
0.5694740029706205,9834,0.26506721553997553,0.1086413751960936,135,136,5,71,145.34441853748632,AL022024,BERYL,2024-07-02T13:00:00+00:00,139.16666666666666,True
0.5942154538140452,9395,0.3951588951588952,0.10329056587178559,135,135,81,156,57.9396237474839,AL022024,BERYL,2024-07-02T14:00:00+00:00,138.33333333333334,True
0.6675794634179048,12557,0.47486492835330046,0.14302636824420528,136,135,87,156,53.31041174104736,AL022024,BERYL,2024-07-02T15:00:00+00:00,137.5,True
0.6397201063214519,8595,0.30851792646723,0.09367132752814498,137,136,99,111,45.48626166217664,AL022024,BERYL,2024-07-02T16:00:00+00:00,136.66666666666666,True
,0,,,0,0,0,0,0.0,AL022024,BERYL,2024-07-02T17:00:00+00:00,135.83333333333334,True
,0,,,0,0,0,0,0.0,AL022024,BERYL,2024-07-02T18:00:00+00:00,135.0,False
0.674996376019396,12247,0.45235695226801065,0.1390045967879235,135,136,15,175,126.17844506887855,AL022024,BERYL,2024-07-02T19:00:00+00:00,134.16666666666666,True
0.7009374728680795,20372,0.5648500211237854,0.2547136784196049,122,122,19,143,105.11898020814318,AL022024,BERYL,2024-07-02T20:00:00+00:00,133.33333333333334,True
0.5545822177554582,13745,0.39182826186015896,0.15870541642130545,133,132,104,149,33.61547262794322,AL022024,BERYL,2024-07-02T21:00:00+00:00,132.5,True
0.6784736349388822,12394,0.4317564835672616,0.1409081607130676,135,135,111,155,31.240998703626616,AL022024,BERYL,2024-07-02T22:00:00+00:00,131.66666666666666,True
0.6574539910836317,16371,0.5189274447949527,0.19493695002441028,138,138,108,161,37.8021163428716,AL022024,BERYL,2024-07-02T23:00:00+00:00,130.83333333333334,True
0.6020142003502493,11767,0.254812050119968,0.13283287238245753,135,139,95,114,47.16990566028302,AL022024,BERYL,2024-07-03T00:00:00+00:00,130.0,False
0.5135566644114112,18978,0.36277466609220166,0.23321945584584758,115,118,97,168,53.14132102234569,AL022024,BERYL,2024-07-03T01:00:00+00:00,129.16666666666666,True
0.4303944717246822,14759,0.287028558971005,0.17243232507331208,121,118,88,159,52.630789467763066,AL022024,BERYL,2024-07-03T02:00:00+00:00,128.33333333333334,True
0.5300421099567196,23651,0.4910007880220646,0.3083532157338235,119,116,96,117,23.021728866442675,AL022024,BERYL,2024-07-03T03:00:00+00:00,127.5,True
0.5088340003125051,29457,0.5669867276644414,0.4155017984343043,114,116,119,172,56.22277118748239,AL022024,BERYL,2024-07-03T04:00:00+00:00,126.66666666666669,True
0.47798650998750863,22278,0.4564592050209205,0.2853446730025361,174,166,93,111,97.9081201943945,AL022024,BERYL,2024-07-03T05:00:00+00:00,125.83333333333331,True
0.3718951862810055,26648,0.5274123749749233,0.3615543254097471,175,151,92,110,92.57429448826494,AL022024,BERYL,2024-07-03T06:00:00+00:00,125.0,False
0.3991593513639839,29569,0.5728609803452219,0.4177415481118347,49,176,114,171,65.19202405202648,AL022024,BERYL,2024-07-03T07:00:00+00:00,125.0,True
0.5093812263843503,24808,0.5132827035105377,0.3283914010378058,170,170,75,167,95.04735661763561,AL022024,BERYL,2024-07-03T08:00:00+00:00,125.0,True
0.2768720708654371,24053,0.3302914661799679,0.315246595630349,172,172,91,109,102.61578825892242,AL022024,BERYL,2024-07-03T09:00:00+00:00,125.0,True
0.3073000300537754,20893,0.304507992007992,0.2629406360512969,171,174,95,108,100.65783625729296,AL022024,BERYL,2024-07-03T10:00:00+00:00,125.0,True
0.5281552695216073,32625,0.6691821646926402,0.4817133491812719,172,173,95,110,99.48869282486326,AL022024,BERYL,2024-07-03T11:00:00+00:00,125.0,True
0.4506642116873009,30223,0.6079057271300508,0.4309629397253632,170,176,96,186,74.67261881037788,AL022024,BERYL,2024-07-03T12:00:00+00:00,125.0,False
0.5992797865447538,37503,0.8697277894107089,0.5967159382010851,164,171,111,191,56.64803615307419,AL022024,BERYL,2024-07-03T13:00:00+00:00,124.16666666666669,True
0.24434546015575892,28403,0.44137423561949707,0.3947657368413738,223,223,101,111,165.61400906928134,AL022024,BERYL,2024-07-03T14:00:00+00:00,123.33333333333331,True
0.3580212027125467,22208,0.2611016467915957,0.28419328419328416,172,173,100,115,92.45539465060976,AL022024,BERYL,2024-07-03T15:00:00+00:00,122.5,True
0.25343117175061736,26518,0.36958991839685984,0.3591570279275131,117,178,99,116,64.5600495662759,AL022024,BERYL,2024-07-03T16:00:00+00:00,121.66666666666669,True
-0.03894086565432131,18787,0.10854108275556867,0.23033163734444922,170,172,96,116,92.80086206496145,AL022024,BERYL,2024-07-03T17:00:00+00:00,120.83333333333331,True
-0.03444444657093967,24273,0.25160491917395006,0.3190499349360533,49,46,122,112,98.41239759298622,AL022024,BERYL,2024-07-03T18:00:00+00:00,120.0,False
0.6049046644650256,36720,0.7806658099556288,0.5770681418154389,174,163,99,101,97.30878685915265,AL022024,BERYL,2024-07-03T19:00:00+00:00,119.16666666666669,True
0.6627876529137243,38878,0.8366402116402116,0.6324299703939877,171,168,94,115,93.47726996441435,AL022024,BERYL,2024-07-03T20:00:00+00:00,118.33333333333331,True
0.6704089690675614,28200,0.6512472186438693,0.3908415567136046,113,114,96,110,17.46424919657298,AL022024,BERYL,2024-07-03T21:00:00+00:00,117.5,True
0.2957011942522386,16347,0.1371826086956522,0.19459555978810786,173,173,94,110,101.04454463255303,AL022024,BERYL,2024-07-03T22:00:00+00:00,116.66666666666669,True
0.39397888167082445,24641,0.4058078502966682,0.32546129360330733,171,173,93,108,101.53324578678651,AL022024,BERYL,2024-07-03T23:00:00+00:00,115.83333333333331,True
0.14867482105853871,22361,0.29142362113774184,0.2867125693990333,171,171,109,200,68.4470598345904,AL022024,BERYL,2024-07-04T00:00:00+00:00,115.0,False
0.22362476230282416,21745,0.3320469233360899,0.27662930782245854,171,170,99,118,88.81441324469807,AL022024,BERYL,2024-07-04T01:00:00+00:00,113.33333333333331,True
